age,gender,income_level,nationality,GPA,attendance,course_completion,assignment_delays,LMS_logins,forum_posts,night_study_hours,engagement_score,sentiment_score,motivation,emotional_exhaustion,depersonalization,personal_accomplishment,autonomy,competence,relatedness,O,C,E,A,N,burnout_score,burnout_level,dropout_status,time_to_dropout
21,M,Low,IN,2.84,90.34429386227039,72,5,29.257666666666665,4,6.576457655956923,33.77238891366766,0.5032985608094636,51.373318368125446,37,25,48,3,4,2,61,12,8,64,95,14,Low,0,31
23,F,Medium,DE,2.72,81.22924617807321,65,1,27.257666666666665,6,8.865058754389757,63.916053447032816,0.1369520278878722,78.47623558431535,16,21,47,4,1,5,80,19,35,54,10,0,Low,0,11
24,F,Medium,UK,3.28,85.07633424506692,30,2,29.757666666666665,6,12.297880639448548,81.73196677193145,0.44844961498350444,56.154416306205874,6,17,50,1,4,6,75,14,94,47,66,0,Low,0,41
23,F,Low,IN,3.25,84.03629172797905,10,3,27.257666666666665,3,7.0745791879795785,90.89871248833154,-0.39525100250185186,21.964499527335484,19,39,15,1,1,4,51,49,26,10,62,43,Medium,0,15
21,M,High,IN,2.83,92.40730325309526,1,2,32.257666666666665,2,14.28079778937729,87.64644029781049,0.411213947580956,58.36640617412563,45,15,34,5,3,6,80,80,80,66,0,26,Low,0,21
29,M,Medium,DE,2.17,87.21412373559293,42,1,32.257666666666665,4,10.770729976916805,71.35120255491667,0.04000986863626643,69.65925802245593,26,30,10,5,3,4,78,74,48,34,53,46,Medium,1,15
29,M,Medium,CN,3.23,75.57054519690153,90,2,30.257666666666665,7,11.388125134784513,52.16681279210171,-0.8223215381923592,54.04345842798898,37,1,23,4,2,3,53,70,58,53,70,15,Low,0,30
22,F,Medium,DE,2.62,73.58732956000152,64,3,29.757666666666665,11,13.231674315060289,61.78468594583289,0.3292333063819477,54.69042717168489,30,33,48,2,2,1,84,70,20,30,59,15,Low,0,63
27,M,Medium,IN,3.11,79.50245852405168,68,1,30.257666666666665,2,12.671425872125209,58.57256867581809,0.98702415711005,51.07392909380164,33,6,14,3,4,3,42,84,29,85,65,25,Low,0,97
22,F,Low,US,3.08,72.39898558920753,26,1,21.757666666666665,3,12.409687222931307,48.864354286971945,-0.4879105900953502,72.41230061643714,34,11,14,3,4,1,86,76,4,51,52,31,Medium,1,17
27,M,High,DE,2.06,69.47807798673652,49,6,36.257666666666665,5,8.026797398830542,55.86883281600739,-0.9908993067682454,43.55860002149988,5,36,28,2,6,2,77,48,10,45,94,13,Low,0,36
25,M,Medium,IN,3.04,58.719475307019586,41,3,26.257666666666665,11,6.6672174300326565,59.066835970804455,0.5014457778612544,70.92532668535846,4,39,46,6,4,3,8,72,67,85,56,0,Low,0,3
23,M,Medium,DE,3.26,64.5073724217129,13,2,38.257666666666665,9,9.153161481651164,49.07854598717766,-0.44233749594157623,54.641563551255956,6,5,32,3,5,6,45,4,99,9,72,0,Low,0,34
19,F,Medium,UK,3.32,99.85406361111524,61,1,39.257666666666665,5,11.423223821218626,83.99168191353108,-0.18956482580568057,85.06277774840241,8,5,8,6,6,6,20,1,22,14,91,5,Low,0,6
25,F,Low,IN,3.06,73.43499750370223,36,6,29.257666666666665,0,6.143227882294626,79.13616845959194,-0.9844571001583247,50.29374286043996,35,6,49,4,3,4,21,45,78,19,54,0,Low,0,9
21,M,Low,UK,2.01,99.03460299821145,40,2,23.257666666666665,8,11.748567352841398,69.26209588813067,-0.8710305259503974,37.78497317890924,22,9,18,4,2,3,91,50,2,47,36,13,Low,0,16
20,F,Medium,US,3.64,84.0315460115558,60,6,33.757666666666665,3,11.12340944245144,75.72540255341663,0.4178624193707876,72.37672684270915,18,12,23,6,4,3,80,82,43,11,68,7,Low,0,37
20,F,Low,IN,3.21,79.50241978363896,3,2,42.757666666666665,7,9.45457668871072,74.58855346119161,0.9281972245997594,69.85519974287038,44,17,32,1,4,6,26,38,74,86,66,29,Low,0,26
29,F,Medium,IN,2.4,64.99394883178766,94,2,18.257666666666665,2,10.184569188701538,58.99766720879718,0.18105041652168374,68.2376445671206,24,26,35,4,4,3,62,25,34,67,78,15,Low,0,4
19,F,High,UK,2.61,80.04668895576049,22,3,20.257666666666665,4,10.195331639978644,96.98377484942927,0.6846821168859119,76.92963113352786,38,38,46,3,5,6,71,93,95,47,22,30,Low,0,20
27,M,Medium,CN,3.12,98.9218376696823,68,0,29.257666666666665,5,11.324839409366419,58.47047696379616,-0.588392709891099,39.963360404936395,31,4,11,2,4,3,16,70,7,34,1,24,Low,0,41
28,M,Medium,UK,3.34,95.57636744016739,78,1,32.757666666666665,3,12.239254312657728,44.97998777552281,-0.8647680746570308,44.23231929017058,9,21,23,2,4,1,53,96,11,27,35,7,Low,0,76
18,F,Medium,CN,2.76,82.74238652697579,15,0,36.757666666666665,10,18.61430301539405,72.41957566528808,-0.30591214246774023,86.39371856131103,18,1,16,2,5,3,66,63,49,99,78,3,Low,0,45
25,M,Low,UK,3.41,68.51331634094984,25,3,22.257666666666665,3,10.507238040612895,78.4638840507865,-0.5836311272033667,68.71018545617696,14,31,30,5,3,6,94,25,46,56,54,15,Low,0,5
24,M,High,US,2.1,70.42834654750848,41,3,35.757666666666665,4,8.067669911253702,65.47167075377514,0.23330542731335635,50.886885958522235,36,46,14,4,2,3,47,30,3,43,7,68,High,0,26
22,M,Medium,UK,2.48,71.4740815660754,82,1,24.757666666666665,5,4.281446137217427,88.67032016771373,0.9126287599635037,24.727796712076383,19,46,16,5,1,5,25,71,21,1,71,49,Medium,0,13
26,F,Low,US,1.97,92.78154927362701,64,0,25.757666666666665,3,5.776110613019391,72.70942009487054,-0.5375607587452456,35.11511365232558,28,3,34,5,2,6,50,15,70,22,59,0,Low,0,40
22,M,Low,US,2.55,96.31720436108759,47,1,25.757666666666665,6,7.7278916360166745,57.6905466003455,0.8035860903057901,40.851071649554584,43,36,9,4,2,1,81,23,4,45,92,70,High,0,93
23,M,High,UK,3.75,81.95892834967586,85,1,28.257666666666665,7,12.068321835327442,61.09368245695587,0.07434348195363794,48.7755275841276,18,40,22,2,3,6,16,76,47,45,39,36,Medium,0,9
23,F,Low,US,4.0,76.96919564476846,47,3,23.257666666666665,7,8.815378090600362,72.2294660736696,-0.7958980541235177,66.10990736397467,49,42,37,4,1,5,41,75,39,53,71,54,Medium,0,20
27,M,Medium,UK,3.12,95.48710496660983,89,1,23.257666666666665,6,11.22018424299047,71.20761043125263,0.07199000676319223,32.68351280705325,10,2,23,4,5,4,11,66,4,10,87,0,Low,0,39
25,M,Low,US,2.68,70.21426459135046,77,2,35.257666666666665,5,7.80384878314765,88.20149738591766,-0.06587501151082464,49.4436452089182,3,6,37,2,4,3,24,30,80,22,69,0,Low,0,63
22,M,Low,US,2.89,80.51823327600366,17,1,24.757666666666665,4,11.366324170808674,82.52188861223976,0.4980300332946612,34.73055538865131,9,18,23,6,2,5,9,7,13,40,92,4,Low,0,50
29,M,High,DE,3.24,84.62965999546131,38,1,22.257666666666665,4,12.61724543587291,46.485094495181826,0.4973700360691904,51.57266213258571,24,3,44,3,4,1,49,73,31,25,43,0,Low,0,4
27,F,Low,US,2.22,71.37199392823601,2,2,28.257666666666665,2,8.79337709806782,67.46912676947801,0.2820438909645979,100.0,1,17,43,3,1,6,70,26,28,13,2,0,Low,0,1
29,F,Low,DE,2.71,73.64085778608693,24,2,25.257666666666665,4,11.304941930873447,51.35661300641891,0.3356835919940573,83.78516005433686,18,12,7,6,2,2,54,2,9,10,23,23,Low,0,46
26,M,Medium,IN,3.72,72.86262420812398,2,3,29.757666666666665,3,8.67878627797823,91.87890633677213,0.2145976796728366,71.47094936769517,16,43,44,3,3,1,11,57,67,87,15,15,Low,0,4
22,F,High,UK,2.48,94.16726855988085,10,0,29.757666666666665,7,6.304383907403799,55.39766727632241,-0.5264574507613617,49.554993173349665,16,45,2,6,6,5,11,70,60,90,71,59,Medium,0,7
27,F,Medium,DE,2.63,99.14367277057087,0,3,27.257666666666665,2,11.661087082172784,73.03133307440534,0.8510786049442973,38.461465176499544,10,14,46,3,4,1,45,41,23,84,66,0,Low,0,18
21,F,Low,US,3.01,81.1479253023656,67,4,27.257666666666665,13,11.238244188866725,59.532445142900535,-0.5764208384783363,58.26643005541364,25,37,31,5,4,2,19,42,84,4,37,31,Medium,1,55
21,F,High,IN,3.14,77.31781412957213,41,1,42.257666666666665,3,11.78037485281179,40.32161819474997,0.19030544613339329,28.930840882601547,14,1,7,6,6,2,15,46,8,70,47,8,Low,0,9
23,F,Medium,CN,2.69,74.00158925006704,47,1,30.257666666666665,4,12.866597664428584,51.17019439370654,0.5475425953119757,72.96249355611148,36,19,24,6,6,6,91,74,34,90,88,31,Medium,1,53
29,M,High,DE,3.04,80.01746313450329,77,0,36.257666666666665,3,9.253573744263006,66.25891312489935,-0.8326401016522289,56.035623237513235,29,46,48,2,4,2,37,88,6,12,34,27,Low,0,15
24,M,Medium,US,3.3,74.4977824856321,81,0,31.757666666666665,5,9.47455454824845,78.52854393642971,-0.09965243664433698,59.449278224070234,30,46,31,5,3,5,67,9,45,96,87,45,Medium,0,1
22,F,Medium,US,3.98,79.02969757644779,53,1,26.757666666666665,2,9.145353105201297,77.96485189503358,-0.9402383353790809,26.715927868697037,39,19,26,2,3,4,44,18,16,71,17,32,Medium,0,4
23,F,Medium,IN,2.94,84.13232823003923,46,2,26.257666666666665,7,11.035864707956136,50.03899605802493,-0.5475626386877777,60.9962393704529,21,33,12,4,4,4,71,87,17,58,7,42,Medium,0,50
21,F,Medium,IN,2.98,75.94687057209632,65,7,30.257666666666665,6,9.583757592390889,74.69950993611367,0.2723135195440347,55.219016153727694,8,2,18,5,5,5,34,34,99,14,25,0,Low,1,20
25,M,Medium,IN,3.76,78.10411937385902,41,2,24.257666666666665,4,10.377741467029017,84.24684097140002,0.8267314328753066,40.86690770460871,36,40,42,5,2,4,35,67,100,90,3,34,Medium,1,63
22,M,Medium,US,2.73,78.14545514927696,44,3,36.757666666666665,9,7.838068640088684,77.69053029975856,-0.391520515450112,64.4891475899974,48,12,43,6,6,2,87,3,6,97,6,17,Low,0,3
24,F,High,DE,2.34,76.8243656527386,30,1,27.757666666666665,3,6.917214599611993,64.57428682862515,0.6697958158745114,52.02984222378669,20,4,22,2,6,6,54,37,97,52,46,2,Low,0,9
22,M,Medium,UK,3.13,75.5855212298379,19,2,32.757666666666665,2,7.273819926165546,70.72121726486704,0.049718667103874736,65.89379038576666,36,27,28,1,4,1,76,59,34,54,41,35,Medium,0,28
21,F,Low,US,3.54,87.62196602936805,20,1,37.257666666666665,5,11.249772534633973,72.28651628850668,0.5216913245706387,72.36628380421514,33,42,34,6,2,2,3,34,80,3,22,41,Medium,0,32
29,F,Medium,CN,3.18,62.292639710235576,66,1,19.257666666666665,7,9.871414355125074,90.95550079121922,0.6202269640778759,38.30337976730748,2,31,49,4,2,2,33,27,10,8,16,0,Low,0,64
22,F,Medium,UK,2.95,95.74279859001264,83,2,41.757666666666665,4,8.519386714606263,95.51999450903574,0.2718478679954779,62.14025227714331,8,24,9,3,2,5,14,29,7,25,24,23,Low,0,21
18,M,Medium,UK,2.28,81.35529463202997,42,2,27.757666666666665,1,11.990013101723585,79.67334597726942,-0.15454602081301116,61.763020728699935,34,13,3,3,2,3,3,68,53,7,74,44,Medium,0,19
22,F,Medium,DE,2.97,86.10017575986515,9,1,31.757666666666665,5,14.373484647516403,70.8013017207846,0.16817335487969465,84.87338525337927,17,4,2,1,4,3,98,59,30,98,41,19,Low,1,33
24,F,Medium,UK,3.62,87.25077783148876,61,0,33.757666666666665,7,8.515684330339717,69.53395649393048,0.3823424754383109,76.81987314172953,13,1,27,6,1,1,81,29,35,42,58,0,Low,0,81
19,F,Low,UK,2.38,72.91940839969429,91,6,28.257666666666665,3,6.748018560996154,71.0893184930698,0.7222658518754492,53.033382553285314,29,1,18,2,2,6,21,3,19,82,78,12,Low,0,95
21,F,Medium,US,2.88,70.85641443820758,53,1,34.257666666666665,5,12.835374302264103,73.08075628712822,0.09669353811529979,51.48550432664836,28,17,5,5,6,3,27,26,35,33,78,40,Medium,0,8
19,M,Medium,US,2.81,69.67730715346173,2,2,29.257666666666665,5,10.046287117265011,62.256312189457795,0.7472515177256864,62.992839488803405,46,28,21,4,6,1,49,71,11,99,16,53,Medium,0,2
24,F,High,UK,2.65,77.52931970171412,8,1,27.757666666666665,2,9.449870583533517,99.52198719659205,-0.22264790830902204,37.5273385649708,49,0,31,6,1,2,30,84,35,57,60,18,Low,0,54
26,F,Medium,DE,3.12,86.99204691551029,52,2,27.757666666666665,6,13.053258551326845,58.120894753597135,0.5187486682157672,40.52748788921302,0,29,21,4,1,5,93,79,42,43,96,8,Low,1,13
29,F,Medium,IN,3.22,74.16237974779176,87,4,32.257666666666665,5,9.212361872103928,89.4332778833508,0.21925488284104278,50.6421820445126,23,37,35,6,2,1,48,100,16,2,47,25,Low,1,111
22,F,Medium,UK,3.22,86.07931640178305,5,1,28.757666666666665,7,11.191184362962522,37.03169044252621,-0.8449650505582409,12.367078643294207,37,9,12,4,1,5,65,25,42,22,61,34,Medium,1,121
28,M,Medium,IN,2.51,56.320787811388016,76,0,22.757666666666665,1,10.480795543056782,65.86960924311664,0.004210509522124983,40.20677518215628,17,22,50,4,4,3,70,74,71,28,88,0,Low,0,54
20,F,Low,CN,2.18,76.14432798024751,78,5,27.757666666666665,5,19.733501180188743,64.91752260458927,0.527381965547719,53.354873936839624,24,15,23,4,1,4,16,14,96,26,77,16,Low,1,69
27,M,High,UK,3.13,91.67137367611562,5,0,18.257666666666665,6,9.597122203555013,73.43072888217525,0.3445955087722652,100.0,35,39,25,6,2,5,53,90,17,29,36,49,Medium,1,38
24,M,High,UK,2.75,78.29028710967064,21,2,23.757666666666665,5,12.81044988552882,64.5350910587312,0.1270170870433187,47.11739752665801,37,20,25,4,2,2,45,98,73,83,15,32,Medium,0,21
27,F,Medium,US,3.92,71.70856363833833,0,1,31.257666666666665,9,9.248027428725118,90.78995369519455,0.585553316401707,73.20448175421335,48,40,47,6,6,4,73,49,62,71,68,41,Medium,0,17
27,M,Medium,DE,3.94,73.43156777862403,57,2,26.257666666666665,7,11.350127488534731,66.36533381926846,0.8063783795815684,56.03838946723376,5,0,14,5,5,1,46,64,7,20,15,0,Low,0,7
24,M,Low,DE,4.0,49.71977436931786,17,4,37.757666666666665,3,9.412059809380354,54.56060337989348,-0.7131608477972147,68.79921721247646,22,46,25,4,5,4,5,29,17,49,37,43,Medium,0,34
21,F,Medium,CN,2.53,69.8819802958808,92,1,34.257666666666665,4,12.386207936995973,55.510495182075275,-0.4893023059487678,38.349782239846995,30,49,16,2,6,5,48,70,5,61,31,63,High,0,35
24,F,Medium,IN,3.28,90.57241372512583,9,2,33.757666666666665,5,9.712963651044939,62.9058255108499,0.9776491282078603,29.087440926752542,45,34,30,4,6,1,85,23,26,83,13,49,Medium,0,16
27,M,Medium,CN,3.44,74.17397233103769,65,2,28.257666666666665,2,11.510500095631054,80.86504002862732,-0.5167030365738268,87.54701293896396,21,42,28,2,6,1,84,63,95,90,90,35,Medium,0,52
29,M,Low,DE,3.38,75.35455637998774,79,1,33.257666666666665,5,7.732013264543017,83.58263563883852,0.6546549830517514,33.39853880229197,2,36,47,5,6,1,24,46,37,37,85,0,Low,1,93
29,M,Medium,CN,2.82,56.68187812963592,18,0,27.257666666666665,7,7.610085784903841,51.96561604044587,0.0642237019217442,89.67251769590746,15,12,2,1,6,6,56,25,81,82,84,25,Low,0,15
20,F,Low,US,3.64,63.69162206887438,25,2,33.757666666666665,11,4.353787037187649,57.99828254030511,-0.23020704191477925,52.579920666980485,47,7,37,3,2,6,65,76,59,20,33,17,Low,0,8
25,M,Medium,US,3.0,91.90049178599753,80,1,19.257666666666665,5,11.097406213890277,54.0168124982236,0.4546752093603219,43.458731264387765,1,43,2,4,2,4,77,80,3,42,26,42,Medium,0,3
19,F,Medium,DE,3.06,86.17294080661561,9,1,23.257666666666665,3,8.053021893316377,65.71827334775378,0.5066346781761766,49.671955411132004,48,0,28,3,3,4,31,7,15,30,50,20,Low,0,1
26,F,Low,UK,2.23,67.02560968560569,44,3,27.757666666666665,6,16.58648871467811,84.42985473330823,-0.4557617721091669,92.04349802133508,26,31,22,3,4,3,36,48,86,39,42,35,Medium,0,1
29,F,Medium,UK,3.32,73.6942760842678,25,2,28.257666666666665,3,8.583036717015341,72.57136317082403,-0.977939879057057,46.02992845531484,10,1,4,1,3,4,88,66,53,17,37,7,Low,0,95
18,M,High,US,2.87,79.70827657001217,1,4,34.757666666666665,6,13.739205090363726,78.25208097949901,0.5567455428983734,52.35809425051591,17,9,3,6,3,2,70,26,49,60,50,23,Low,0,3
25,F,Medium,US,3.23,68.03872267843244,45,2,31.257666666666665,4,13.433094441109015,81.20327701582484,0.3789301234618112,79.50489901968842,18,16,40,1,3,3,14,26,41,85,68,0,Low,0,75
29,M,Low,IN,3.12,59.958561164863994,49,0,26.257666666666665,1,9.261965351956393,61.19846436390065,-0.7592745521627471,69.47500541766111,47,40,38,3,5,1,43,59,75,44,32,49,Medium,0,3
28,M,Medium,IN,3.09,78.40789612560565,35,4,28.757666666666665,4,7.789795388279564,50.785801137514525,-0.9262318870572379,100.0,41,4,30,6,5,4,3,39,20,30,76,15,Low,0,26
22,M,Medium,IN,2.98,85.72608562173241,82,1,29.757666666666665,2,9.595926236500372,61.18946135461144,0.32120466875051346,83.30611810118674,38,4,29,4,6,6,77,89,58,27,95,13,Low,0,64
19,M,Medium,CN,3.39,85.91857319729954,9,1,34.257666666666665,3,13.404693339339119,82.32044437959172,0.20236703236707076,46.07458145204509,0,12,4,3,5,5,34,70,54,50,62,8,Low,0,30
29,F,Medium,IN,2.9,88.75237385542147,43,0,27.257666666666665,5,16.856461180882278,79.04306213829663,0.5262918847682052,86.05135946439658,4,21,1,3,1,4,74,78,68,11,68,24,Low,0,23
29,M,Low,US,2.27,64.46442738220176,18,4,20.257666666666665,8,6.295499289899947,71.18658373569481,0.7464248712301609,21.555898801154477,44,15,41,1,2,2,95,87,100,22,58,18,Low,0,5
24,F,Medium,CN,3.28,80.57901909826938,76,3,33.757666666666665,6,10.042833023908468,84.23321782557304,0.3280462906660824,75.40465262765261,15,38,16,3,3,5,34,71,32,31,43,37,Medium,0,1
29,M,Medium,UK,2.6,77.31548635770878,56,1,28.257666666666665,4,8.186433736369956,72.18462726821843,0.2712407947313864,46.90659976478706,9,24,40,4,6,6,99,57,94,60,3,0,Low,0,27
18,M,Medium,UK,2.34,79.12779314502808,71,2,30.757666666666665,5,8.914840985555838,65.02230785390961,0.04129690767220162,71.91233249531282,13,45,4,3,3,6,36,27,52,14,0,54,Medium,0,53
25,M,Low,IN,2.49,77.88218366365862,10,0,39.257666666666665,5,15.12059078053644,46.467958288052685,0.13252921251574867,99.27054041056547,33,45,33,3,1,6,33,26,22,91,45,45,Medium,0,9
18,M,Medium,IN,3.14,73.39551819392484,46,0,38.757666666666665,2,7.69128491334058,89.06963783415176,0.9480344017237159,26.591959703950543,34,14,46,4,6,2,83,28,19,6,5,2,Low,0,4
29,M,Medium,CN,2.95,49.82209545784395,5,4,24.257666666666665,6,5.177799772376359,68.55898408807352,-0.9068750425426477,78.4583048566909,14,37,19,3,4,2,5,6,81,79,26,32,Medium,0,94
26,F,Low,US,1.93,91.61829020570673,32,2,32.757666666666665,3,10.606072799263085,63.228971130753784,0.08726790165317255,76.80262753912811,29,30,15,3,6,1,60,83,40,90,55,44,Medium,0,6
28,F,Medium,DE,2.81,83.29990165475088,95,1,23.757666666666665,2,11.138739788970879,68.45996737330357,-0.5049628438294953,73.2049732958213,41,32,38,6,3,6,16,94,61,97,3,35,Medium,0,123
24,M,Low,DE,3.58,65.15710212463492,73,3,28.757666666666665,8,8.736773651186446,92.48119814540912,0.4507685223419353,40.3962522477358,18,42,19,1,6,3,62,80,9,66,76,41,Medium,0,32
18,F,Low,US,2.77,84.73131652992755,7,1,32.757666666666665,6,7.955923776952191,84.88972560433544,0.49731671274768674,58.209934735839504,6,9,16,4,1,4,27,29,81,85,53,0,Low,0,45
18,F,Medium,DE,2.92,75.5269519299853,37,3,26.757666666666665,6,10.481017560887487,64.59992678197122,-0.4693535887641418,40.73892162537476,11,44,40,1,5,3,96,86,66,97,62,15,Low,0,17
22,M,Low,US,3.52,75.8102768358227,87,1,28.757666666666665,1,5.9502892589618686,77.0463097726179,0.5167848268551649,68.59998477804336,50,29,34,1,6,5,31,61,19,30,17,45,Medium,0,80
26,M,Medium,CN,3.4,72.31585398510967,17,0,25.757666666666665,6,11.265301197251137,88.40632374558324,0.2879469894726936,33.91372807374472,22,0,11,4,6,1,22,95,6,75,81,11,Low,0,15
19,M,Low,UK,3.51,85.36930472652264,76,0,23.257666666666665,7,8.956858606829726,75.21141755232318,0.8932358624988617,51.25449692488342,36,20,22,1,3,2,76,76,53,9,59,34,Medium,0,19
28,F,Medium,IN,1.61,72.00176428483802,32,0,20.757666666666665,6,14.16101749851579,71.81088058108898,0.6311520724939468,72.60195222183796,12,4,10,3,6,3,52,36,29,73,78,6,Low,0,61
20,F,Medium,IN,3.87,69.031653139094,48,1,41.757666666666665,5,10.955242008251815,38.645521115945556,0.5438285446439137,45.34504280427531,43,16,24,2,6,1,67,57,58,73,8,35,Medium,0,31
23,M,Medium,US,3.32,91.31744810605996,88,2,32.257666666666665,5,9.539590297119164,88.6863923584738,-0.7190569713804136,52.07463191182903,9,9,41,6,1,4,19,60,10,48,81,0,Low,0,2
20,F,Medium,UK,4.0,78.21118590233274,67,2,34.757666666666665,4,9.310906293844852,54.57523096540092,0.9734964598734455,41.869655025537284,5,33,33,2,3,5,26,40,73,14,53,5,Low,1,36
23,F,Medium,US,2.61,78.52513610007792,28,1,29.257666666666665,4,4.198857581120581,41.9392786838176,0.5924863041986586,65.13398399054968,41,0,27,1,6,1,24,56,67,62,61,14,Low,1,109
23,F,Medium,CN,2.12,86.92464120276665,0,2,24.257666666666665,4,9.627665211725988,42.93551203800202,0.6851691316620938,57.246987497835555,31,4,15,1,6,5,75,74,96,9,2,20,Low,0,1
18,M,Low,IN,3.0,73.32413299153824,23,2,27.757666666666665,7,9.390260390865024,57.17338411920774,0.5033317664709003,45.347183368360795,49,45,13,2,4,5,61,30,47,9,87,81,High,0,38
24,F,Medium,DE,2.86,75.31846827353115,42,1,26.757666666666665,5,10.154251884657816,77.28949239888168,0.7092029821039643,47.386237278955534,27,20,31,1,2,1,33,22,46,56,2,16,Low,0,43
27,F,Low,DE,3.33,83.05715269722836,13,1,29.257666666666665,3,9.429106711647156,87.4095147335846,0.21765685090801634,63.161862631028946,38,3,8,5,2,3,11,55,36,67,34,33,Medium,0,37
29,F,Medium,DE,3.54,64.58622397536234,89,5,29.257666666666665,5,14.284926363136424,75.1248536662913,-0.9737519667811072,38.83560368315307,26,39,45,1,1,5,61,78,62,39,28,20,Low,0,47
21,F,Low,UK,2.96,82.21099046768215,5,1,34.257666666666665,7,9.193214139715916,96.03269313669006,-0.0731157171384551,59.1141907881694,3,46,40,5,4,4,15,99,47,64,15,9,Low,1,37
28,F,High,CN,2.88,72.44288540818633,54,1,25.757666666666665,6,7.468280278002988,63.95284791065896,-0.5033015595545927,60.663752987508836,19,16,39,2,1,1,97,88,81,66,88,0,Low,0,8
28,F,Medium,IN,3.26,88.55472592455149,98,3,25.757666666666665,4,5.005861732814109,66.51892399694043,-0.37750995521972075,63.12252129717623,47,15,10,1,3,4,24,94,16,49,80,52,Medium,1,1
